Continent,Conformity,Colname,Label
Africa,Nonconformity,Chromium VI|air|non-urban air or from high stacks,43
Africa,Nonconformity,Chromium VI|air|unspecified,44
Africa,Nonconformity,Chromium VI|air|urban air close to ground,45
Africa,Marginally acceptable conformity,Chromium VI|soil|unspecified,46
Africa,Acceptable conformity,Chromium VI|water|ground-,47
Africa,Nonconformity,"Chromium VI|water|ground-, long-term",48
Africa,Nonconformity,Chromium VI|water|surface water,49
Africa,Nonconformity,Chromium VI|water|unspecified,50
Africa,Nonconformity,Chromium-51|air|non-urban air or from high stacks,27
Africa,Nonconformity,Chromium-51|water|surface water,28
Africa,Nonconformity,Copper|natural resource|in ground,70
Africa,Nonconformity,"Copper ion|air|low population density, long-term",52
Africa,Nonconformity,Copper ion|air|lower stratosphere + upper troposphere,53
Africa,Nonconformity,Copper ion|air|non-urban air or from high stacks,54
Africa,Nonconformity,Copper ion|air|unspecified,55
Africa,Nonconformity,Copper ion|air|urban air close to ground,56
Africa,Nonconformity,Copper ion|soil|agricultural,57
Africa,Nonconformity,Copper ion|soil|industrial,58
Africa,Nonconformity,Copper ion|soil|unspecified,59
Africa,Acceptable conformity,Copper ion|water|ground-,60
Africa,Nonconformity,"Copper ion|water|ground-, long-term",61
Africa,Nonconformity,Copper ion|water|ocean,62
Africa,Nonconformity,Copper ion|water|surface water,63
Africa,Nonconformity,Copper ion|water|unspecified,64
Africa,Nonconformity,Copper oxide|soil|agricultural,65
Africa,Nonconformity,Copper oxychloride|air|non-urban air or from high stacks,66
Africa,Nonconformity,Copper oxychloride|soil|agricultural,67
Africa,Nonconformity,Copper oxychloride|soil|forestry,68
Africa,Nonconformity,Copper oxychloride|water|unspecified,69
Africa,Nonconformity,"Iron ion|air|low population density, long-term",72
Africa,Nonconformity,Iron ion|air|non-urban air or from high stacks,73
Africa,Nonconformity,Iron ion|air|unspecified,74
Africa,Nonconformity,Iron ion|air|urban air close to ground,75
Africa,Nonconformity,Iron ion|soil|agricultural,76
Africa,Nonconformity,Iron ion|soil|industrial,77
Africa,Nonconformity,Iron ion|soil|unspecified,78
Africa,Nonconformity,Iron ion|water|ground-,79
Africa,Nonconformity,"Iron ion|water|ground-, long-term",80
Africa,Nonconformity,Iron ion|water|ocean,81
Africa,Nonconformity,Iron ion|water|surface water,82
Africa,Nonconformity,Iron-59|water|surface water,71
Asia,Nonconformity,Iron|natural resource|in ground,84
Asia,Nonconformity,Iron ion|water|unspecified,83
Asia,Marginally acceptable conformity,Lead|natural resource|in ground,105
Asia,Nonconformity,"Lead II|air|low population density, long-term",91
Asia,Marginally acceptable conformity,Lead II|air|lower stratosphere + upper troposphere,92
Asia,Nonconformity,Lead II|air|non-urban air or from high stacks,93
Asia,Nonconformity,Lead II|air|unspecified,94
Asia,Nonconformity,Lead II|air|urban air close to ground,95
Asia,Nonconformity,Lead II|soil|agricultural,96
Asia,Nonconformity,Lead II|soil|forestry,97
Asia,Nonconformity,Lead II|soil|industrial,98
Asia,Acceptable conformity,Lead II|soil|unspecified,99
Asia,Acceptable conformity,Lead II|water|ground-,100
Asia,Nonconformity,"Lead II|water|ground-, long-term",101
Asia,Nonconformity,Lead II|water|ocean,102
Asia,Nonconformity,Lead II|water|surface water,103
Asia,Nonconformity,Lead II|water|unspecified,104
Asia,Nonconformity,Lead-210|air|non-urban air or from high stacks,85
Asia,Nonconformity,Lead-210|air|unspecified,86
Asia,Nonconformity,Lead-210|air|urban air close to ground,87
Asia,Nonconformity,Lead-210|water|ground-,88
Asia,Acceptable conformity,Lead-210|water|ocean,89
Asia,Marginally acceptable conformity,Lead-210|water|surface water,90
Asia,Nonconformity,Manganese|natural resource|in ground,120
Asia,Nonconformity,"Manganese II|air|low population density, long-term",108
Asia,Nonconformity,Manganese II|air|non-urban air or from high stacks,109
Asia,Nonconformity,Manganese II|air|unspecified,110
Asia,Nonconformity,Manganese II|air|urban air close to ground,111
Asia,Marginally acceptable conformity,Manganese II|soil|agricultural,112
Asia,Acceptable conformity,Manganese II|soil|industrial,113
Asia,Nonconformity,Manganese II|soil|unspecified,114
Asia,Nonconformity,Manganese II|water|ground-,115
Asia,Nonconformity,"Manganese II|water|ground-, long-term",116
Asia,Marginally acceptable conformity,Manganese II|water|ocean,117
Asia,Nonconformity,Manganese II|water|surface water,118
Asia,Acceptable conformity,Manganese II|water|unspecified,119
Asia,Nonconformity,Manganese-54|air|non-urban air or from high stacks,106
Asia,Nonconformity,Manganese-54|water|surface water,107
Asia,Marginally acceptable conformity,Mercury|natural resource|in ground,134
Asia,Nonconformity,"Mercury II|air|low population density, long-term",121
Asia,Nonconformity,Mercury II|air|lower stratosphere + upper troposphere,122
Asia,Nonconformity,Mercury II|air|non-urban air or from high stacks,123
Asia,Nonconformity,Mercury II|air|unspecified,124
Asia,Nonconformity,Mercury II|air|urban air close to ground,125
Asia,Nonconformity,Mercury II|soil|agricultural,126
Asia,Nonconformity,Mercury II|soil|industrial,127
Asia,Nonconformity,Mercury II|soil|unspecified,128
Asia,Nonconformity,Mercury II|water|ground-,129
