"","Database","Column","ChiSq","ChiSqP","MantissaArcTest","MantissaArcTestP","MADConformity","MAD","NumberOfObservations"
"2292","Ecoinvent","Thorium-228|water|ground-",130.35201661977,2.3914984030563e-24,0.000890275802877555,4.24662214383948e-09,"Acceptable conformity",0.00697460457391719,21653
"2293","Ecoinvent","Thorium-228|water|ocean",26.1205426251668,0.00100155496569878,6.44412782349394e-05,0.24758745387328,"Close conformity",0.00299161625276218,21663
"2294","Ecoinvent","Thorium-228|water|surface water",156.646672043073,8.03281521409831e-30,0.000519120067067416,1.30633754174443e-05,"Acceptable conformity",0.0068394028247585,21663
"2295","Ecoinvent","Thorium-230|air|non-urban air or from high stacks",17.269050364669,0.0274262778629322,0.000187267796615586,0.0173370473796777,"Close conformity",0.00272480549158396,21653
"2296","Ecoinvent","Thorium-230|air|unspecified",19.3457178827117,0.013116174083528,0.262151081503234,0.122798724267294,"Nonconformity",0.133791109183992,8
"2297","Ecoinvent","Thorium-230|water|surface water",99.8865564125875,4.50326585189851e-18,0.00015116136925216,0.0378373873917574,"Close conformity",0.0055524000975477,21662
"2298","Ecoinvent","Thorium-232|air|non-urban air or from high stacks",38.5315271381794,6.00326140581433e-06,4.71653331544862e-05,0.360136929980455,"Close conformity",0.00306041755684031,21653
"2299","Ecoinvent","Thorium-232|air|unspecified",168.944549110558,2.14615713773281e-32,0.00122355689767887,3.08809734500308e-12,"Acceptable conformity",0.00884580136344444,21661
"2300","Ecoinvent","Thorium-232|air|urban air close to ground",112.074118441656,1.42606560888516e-20,0.000803462060887923,2.78240799921196e-08,"Close conformity",0.00555952828705284,21653
"2301","Ecoinvent","Thorium-232|water|ocean",16.3542662755283,0.0375812079701558,5.41054391337158e-05,0.3098542403676,"Close conformity",0.0021383804827695,21655
"2302","Ecoinvent","Thorium-232|water|surface water",95.6692580968132,3.2679124893305e-17,0.000818901063286739,1.97551082399652e-08,"Close conformity",0.00514991482606883,21663
"2303","Ecoinvent","Thorium-232|water|unspecified",297.766114034025,1.23047987713853e-59,0.00643432927570213,3.1116678414239e-61,"Marginally acceptable conformity",0.0124089197642087,21653
"2304","Ecoinvent","Thorium-234|air|non-urban air or from high stacks",136.44772211019,1.29910495257176e-25,0.00116047768387237,1.22215138254455e-11,"Acceptable conformity",0.00621092569025366,21653
"2305","Ecoinvent","Thorium-234|air|unspecified",12.6246427804342,0.125433694634902,0.316443051340391,0.0795360889934126,"Nonconformity",0.12285377081284,8
"2306","Ecoinvent","Thorium-234|water|surface water",174.778342113527,1.28404178222243e-33,0.000157584969375062,0.0329274697876445,"Acceptable conformity",0.00844378458353193,21661
"2307","Ecoinvent","Thulium|natural resource|in ground",249.404263648853,2.30415574473009e-49,0.00127305916675166,1.05684336212792e-12,"Acceptable conformity",0.00971300694487096,21661
"2308","Ecoinvent","Tin|natural resource|in ground",421.087125781445,5.75665012385244e-86,0.00499174552298377,1.09998835938239e-47,"Marginally acceptable conformity",0.0139869860854867,21661
"2309","Ecoinvent","Tin ion|air|low population density, long-term",124.68665192038,3.56382935359389e-23,0.00180211257976203,1.10647306794671e-17,"Acceptable conformity",0.007414231694761,21665
"2310","Ecoinvent","Tin ion|air|non-urban air or from high stacks",258.551883648252,2.64661269096525e-51,0.00535910337499913,2.92995558647761e-51,"Acceptable conformity",0.00989200071321304,21712
"2311","Ecoinvent","Tin ion|air|unspecified",53.4812311172585,8.70212969312063e-09,0.000502522477165345,1.87063607419893e-05,"Close conformity",0.00511493863607042,21664
"2312","Ecoinvent","Tin ion|air|urban air close to ground",59.0145026008934,7.27193052480043e-10,0.000902686238947452,3.22839331436328e-09,"Close conformity",0.00464713224923636,21659
"2313","Ecoinvent","Tin ion|soil|agricultural",243.772923113825,3.59608485555869e-48,0.00391102345787122,1.61440960443958e-37,"Acceptable conformity",0.00876619581708674,21661
"2314","Ecoinvent","Tin ion|soil|industrial",99.508221635685,5.38069981038728e-18,0.00151766703746283,5.1802899258234e-15,"Acceptable conformity",0.0071238026751818,21674
"2315","Ecoinvent","Tin ion|soil|unspecified",32.0180389666978,9.2451232906134e-05,0.000983340651833625,5.6608598395216e-10,"Close conformity",0.00403035860566406,21653
"2316","Ecoinvent","Tin ion|water|ground-",122.518373997018,1.00062602852602e-22,0.00219128901564317,1.80536047123392e-21,"Acceptable conformity",0.00726435915658245,21797
"2317","Ecoinvent","Tin ion|water|ground-, long-term",145.247819139971,1.91860100577033e-27,0.00171346278259164,6.02307730381783e-17,"Acceptable conformity",0.00807346952969475,21797
"2318","Ecoinvent","Tin ion|water|ocean",43.3293833195754,7.61456807090581e-07,0.000292420573994702,0.00177314705316642,"Close conformity",0.0037415562710571,21664
"2319","Ecoinvent","Tin ion|water|surface water",141.622317129382,1.09089776072749e-26,0.00144265146404357,2.68295269329273e-14,"Acceptable conformity",0.00762023429558507,21661
"2320","Ecoinvent","Tin ion|water|unspecified",141.665659647089,1.0684773349349e-26,0.00218662668152897,2.7380867709551e-21,"Acceptable conformity",0.00870806672815882,21653
